OBJECTID,LoggerID,Date,DateTime,Interval,Average DO,Avg Temp (C),Avg Temp (F),Coordinates,Avg_Ct,GlobalID,x,y
2983,2002046,2022-09-11,9/11/2022 10:00:00 AM,2,6.511389,15.50028,59.9005,"41.770737, -70.390963",36,9d586b38-37a6-41f3-8001-520373874b5f,-7835886.15760816,5126698.58486951
2984,2006658,2022-09-08,9/8/2022 4:00:00 AM,1,8.353333,9.855833,49.7405,"41.946915, -70.148496",36,db1619fa-d4ae-4d57-9ff7-536f176d1a99,-7808894.85463399,5153030.88237136
2985,2002046,2022-09-11,9/11/2022 4:00:00 PM,3,6.367,15.372,59.6696,"41.770737, -70.390963",10,d8ce7e5d-eeaf-4b47-8479-c204f48a0d37,-7835886.15760816,5126698.58486951
2986,2006658,2022-09-08,9/8/2022 10:00:00 AM,2,7.436111,10.05639,50.1015,"41.946915, -70.148496",36,da704338-9286-4975-8cd4-bb56d65402ed,-7808894.85463399,5153030.88237136
2987,2006678,2022-09-05,9/5/2022 10:00:00 AM,2,10.87,15.69,60.242,"41.963665, -70.32931",1,7ccdf521-6f04-4c3d-a0d3-27193f9df00e,-7829022.97704228,5155538.19024459
2988,2006658,2022-09-08,9/8/2022 4:00:00 PM,3,7.613056,10.02917,50.0525,"41.946915, -70.148496",36,0a5d2869-8cfb-4f08-acf1-ca0f43652d31,-7808894.85463399,5153030.88237136
2989,2006678,2022-09-05,9/5/2022 4:00:00 PM,3,7.721111,9.223889,48.603,"41.963665, -70.32931",36,6a7541e8-6720-4c03-a382-7103ed94d956,-7829022.97704228,5155538.19024459
2990,2006658,2022-09-08,9/8/2022 10:00:00 PM,4,6.928056,10.13417,50.2415,"41.946915, -70.148496",36,2caadd37-56a8-4af0-a635-cac30925f067,-7808894.85463399,5153030.88237136
2991,2006678,2022-09-05,9/5/2022 10:00:00 PM,4,7.698333,9.059167,48.3065,"41.963665, -70.32931",36,29af19aa-55cc-4941-b128-b91a01a9b334,-7829022.97704228,5155538.19024459
2992,2006658,2022-09-09,9/9/2022 4:00:00 AM,1,6.9225,10.15,50.27,"41.946915, -70.148496",36,44aad683-59fa-4359-95cd-33198177ab04,-7808894.85463399,5153030.88237136
2993,2006678,2022-09-06,9/6/2022 4:00:00 AM,1,7.67,9.073055,48.3315,"41.963665, -70.32931",36,92c21fab-9f00-4005-b206-0fd84ce78fcb,-7829022.97704228,5155538.19024459
2994,2006658,2022-09-09,9/9/2022 10:00:00 AM,2,6.462778,10.43778,50.788,"41.946915, -70.148496",36,a630f6a7-479d-433c-97e7-faf5ddc32e42,-7808894.85463399,5153030.88237136
2995,2006678,2022-09-06,9/6/2022 10:00:00 AM,2,7.654167,9.090555,48.363,"41.963665, -70.32931",36,7f395b99-8025-4d28-b8c5-7d202582d328,-7829022.97704228,5155538.19024459
2996,2006658,2022-09-09,9/9/2022 4:00:00 PM,3,6.413055,10.56083,51.0095,"41.946915, -70.148496",36,e7afedc8-ef51-4973-9f36-e7508317a839,-7808894.85463399,5153030.88237136
2997,2006678,2022-09-06,9/6/2022 4:00:00 PM,3,7.558055,9.039444,48.271,"41.963665, -70.32931",36,14b0e2b0-54ce-491a-988c-7a74f3a58673,-7829022.97704228,5155538.19024459
2998,2006658,2022-09-09,9/9/2022 10:00:00 PM,4,6.305833,11.11667,52.01,"41.946915, -70.148496",36,ab928763-afd3-4234-beb9-f3165749b219,-7808894.85463399,5153030.88237136
2999,2006678,2022-09-06,9/6/2022 10:00:00 PM,4,7.605556,8.995277,48.1915,"41.963665, -70.32931",36,55ff9805-d157-44b0-b6b2-a6f16e763619,-7829022.97704228,5155538.19024459
3000,2006658,2022-09-10,9/10/2022 4:00:00 AM,1,6.701111,11.67417,53.0135,"41.946915, -70.148496",36,ab932987-a0cc-4498-b8be-cdbb94c8efc3,-7808894.85463399,5153030.88237136
3001,2006658,2022-09-10,9/10/2022 10:00:00 AM,2,6.903889,12.2625,54.0725,"41.946915, -70.148496",36,d6e849f6-d999-4a84-aa61-600b547d7a01,-7808894.85463399,5153030.88237136
3002,2006678,2022-09-07,9/7/2022 4:00:00 AM,1,7.604722,9.036111,48.265,"41.963665, -70.32931",36,167e57a6-7a6c-4228-860a-fdf4f0315b92,-7829022.97704228,5155538.19024459
3003,2006678,2022-09-07,9/7/2022 10:00:00 AM,2,7.555278,9.109445,48.397,"41.963665, -70.32931",36,25f55efa-d12e-4d78-bc63-8f1e813ba794,-7829022.97704228,5155538.19024459
3004,2006678,2022-09-07,9/7/2022 4:00:00 PM,3,7.742222,9.110833,48.3995,"41.963665, -70.32931",36,d7b57d52-cc4d-4e7a-8898-5bb0702c8b78,-7829022.97704228,5155538.19024459
3005,2006678,2022-09-07,9/7/2022 10:00:00 PM,4,7.521111,9.171389,48.5085,"41.963665, -70.32931",36,b2fa7aae-1a53-49a2-a62f-356065b0cd42,-7829022.97704228,5155538.19024459
3006,2006678,2022-09-08,9/8/2022 4:00:00 AM,1,7.778889,9.215555,48.588,"41.963665, -70.32931",36,03aee61b-b918-44d4-b72b-1a984aa5d84a,-7829022.97704228,5155538.19024459
3007,2006678,2022-09-08,9/8/2022 10:00:00 AM,2,7.472778,9.299167,48.7385,"41.963665, -70.32931",36,3015d529-370d-4dbd-9f01-f15c926d8025,-7829022.97704228,5155538.19024459
3008,2006678,2022-09-08,9/8/2022 4:00:00 PM,3,7.4275,9.292222,48.726,"41.963665, -70.32931",36,9f992e81-af9f-4beb-b1c0-b575fe64cfd0,-7829022.97704228,5155538.19024459
3009,2006678,2022-09-08,9/8/2022 10:00:00 PM,4,7.316111,9.458055,49.0245,"41.963665, -70.32931",36,05c08235-f4a8-4070-9251-c69bbe17a5a5,-7829022.97704228,5155538.19024459
3010,2006678,2022-09-09,9/9/2022 4:00:00 AM,1,7.293334,9.393056,48.9075,"41.963665, -70.32931",36,a14a3776-8f48-409f-ab53-28f7688b18fa,-7829022.97704228,5155538.19024459
3011,2006678,2022-09-09,9/9/2022 10:00:00 AM,2,7.041945,9.565556,49.218,"41.963665, -70.32931",36,930d915c-efb9-48b4-bff4-1fa6bb1126d5,-7829022.97704228,5155538.19024459
3012,2006678,2022-09-09,9/9/2022 4:00:00 PM,3,7.060555,9.508611,49.1155,"41.963665, -70.32931",36,ec318080-1b63-40d9-a17a-82c965ab4ebd,-7829022.97704228,5155538.19024459
3013,2006678,2022-09-09,9/9/2022 10:00:00 PM,4,6.589167,9.790277,49.6225,"41.963665, -70.32931",36,e605882e-7dae-4162-8074-658d1fe62542,-7829022.97704228,5155538.19024459
3014,2006678,2022-09-10,9/10/2022 4:00:00 AM,1,6.9025,9.596945,49.2745,"41.963665, -70.32931",36,785e8c10-c194-40dc-a920-bc061c20a1ad,-7829022.97704228,5155538.19024459
3015,2006678,2022-09-10,9/10/2022 10:00:00 AM,2,6.326944,9.947778,49.906,"41.963665, -70.32931",36,d02cdc32-725e-4bd4-8390-e41c811e1a23,-7829022.97704228,5155538.19024459
3016,2006678,2022-09-10,9/10/2022 4:00:00 PM,3,6.552222,9.736667,49.526,"41.963665, -70.32931",36,110413ca-fee3-4f08-a3e0-c427d1f252d1,-7829022.97704228,5155538.19024459
3017,2006678,2022-09-10,9/10/2022 10:00:00 PM,4,6.236111,9.896389,49.8135,"41.963665, -70.32931",36,6e68e834-b354-45dc-bbcf-874ae3774542,-7829022.97704228,5155538.19024459
3018,2006678,2022-09-11,9/11/2022 4:00:00 AM,1,6.635556,9.691112,49.444,"41.963665, -70.32931",36,5085aa18-c9e9-4b89-af1a-d09416890ea4,-7829022.97704228,5155538.19024459
3019,2006678,2022-09-11,9/11/2022 10:00:00 AM,2,6.376667,9.918889,49.854,"41.963665, -70.32931",36,a9e49dc1-a89b-4f34-9476-ce46817cb9dc,-7829022.97704228,5155538.19024459
3020,2006678,2022-09-11,9/11/2022 4:00:00 PM,3,6.524445,9.813056,49.6635,"41.963665, -70.32931",36,5a289f89-3c54-4424-920d-fb5b73ddbf91,-7829022.97704228,5155538.19024459
3021,2006678,2022-09-11,9/11/2022 10:00:00 PM,4,6.376945,9.973611,49.9525,"41.963665, -70.32931",36,dd7343b4-e427-4952-9026-3325fb6b2c0a,-7829022.97704228,5155538.19024459
3022,2006678,2022-09-12,9/12/2022 4:00:00 AM,1,6.484167,9.895555,49.812,"41.963665, -70.32931",36,49daeb50-819e-40aa-9eac-deb5d97260f6,-7829022.97704228,5155538.19024459
3023,2006678,2022-09-12,9/12/2022 10:00:00 AM,2,6.445625,10.05125,50.09225,"41.963665, -70.32931",32,7d371f40-ae4c-48d8-a8f4-eb0ea190a92f,-7829022.97704228,5155538.19024459
3024,2006679,2022-09-05,9/5/2022 4:00:00 PM,3,6.013333,11.95083,53.5115,"41.83034, -70.311931",24,7353c985-da88-4290-b46a-86cc2e0c0924,-7827088.35561179,5135598.98159142
3025,2006679,2022-09-05,9/5/2022 10:00:00 PM,4,5.736111,11.41306,52.5435,"41.83034, -70.311931",36,8e304c34-a428-49ee-9979-43acfe7a303c,-7827088.35561179,5135598.98159142
3026,2006679,2022-09-06,9/6/2022 4:00:00 AM,1,5.598611,11.29,52.322,"41.83034, -70.311931",36,590df319-9f3c-415a-af2c-58ab2254ea59,-7827088.35561179,5135598.98159142
3027,2006679,2022-09-06,9/6/2022 10:00:00 AM,2,5.554722,11.1975,52.1555,"41.83034, -70.311931",36,87aa8bc6-0302-481d-bd0d-acea88c8c078,-7827088.35561179,5135598.98159142
3028,2006679,2022-09-06,9/6/2022 4:00:00 PM,3,5.290278,10.95778,51.724,"41.83034, -70.311931",36,82218270-830f-4c63-8fc2-bd752e98df24,-7827088.35561179,5135598.98159142
3029,2006679,2022-09-06,9/6/2022 10:00:00 PM,4,5.348055,10.80278,51.445,"41.83034, -70.311931",36,9629b095-4326-4ed9-9ea9-ed6c7dd21c4f,-7827088.35561179,5135598.98159142
3030,2006679,2022-09-07,9/7/2022 4:00:00 AM,1,5.317778,10.83639,51.5055,"41.83034, -70.311931",36,3c94d9c1-7acf-4f96-8372-99c61b30a676,-7827088.35561179,5135598.98159142
3031,2006679,2022-09-07,9/7/2022 10:00:00 AM,2,5.288611,10.78917,51.4205,"41.83034, -70.311931",36,dd74611b-457a-44e1-927e-1251c68ef5e1,-7827088.35561179,5135598.98159142
3032,2006679,2022-09-07,9/7/2022 4:00:00 PM,3,5.250834,10.74167,51.335,"41.83034, -70.311931",36,6a033473-dece-43fe-b421-83844f03070f,-7827088.35561179,5135598.98159142
3033,2006679,2022-09-07,9/7/2022 10:00:00 PM,4,5.264167,10.7625,51.3725,"41.83034, -70.311931",36,a9251e30-7496-4e4f-a227-b98bd398f429,-7827088.35561179,5135598.98159142
3034,2006679,2022-09-08,9/8/2022 4:00:00 AM,1,5.210556,10.77861,51.4015,"41.83034, -70.311931",36,e35e53e6-8fe4-4d1b-b589-15ebca8ace62,-7827088.35561179,5135598.98159142
3035,2006679,2022-09-08,9/8/2022 10:00:00 AM,2,5.26,10.87083,51.5675,"41.83034, -70.311931",36,d08c8e1f-42b0-4deb-84c6-6c1ca09fe075,-7827088.35561179,5135598.98159142
3036,2006679,2022-09-08,9/8/2022 4:00:00 PM,3,5.21,10.90444,51.628,"41.83034, -70.311931",36,b31125d4-8f16-4d32-b3d3-41d756db42c7,-7827088.35561179,5135598.98159142
3037,2006679,2022-09-08,9/8/2022 10:00:00 PM,4,5.170833,11.05056,51.891,"41.83034, -70.311931",36,c7936398-8237-47eb-8366-48861f208024,-7827088.35561179,5135598.98159142
3038,2006679,2022-09-09,9/9/2022 4:00:00 AM,1,5.236667,11.05667,51.902,"41.83034, -70.311931",36,3cf527fe-2e52-43fc-99a7-1f1fae532c5c,-7827088.35561179,5135598.98159142
3039,2006679,2022-09-09,9/9/2022 10:00:00 AM,2,5.129167,11.44194,52.5955,"41.83034, -70.311931",36,2c84cf34-e328-47dc-9ced-100a9942f29f,-7827088.35561179,5135598.98159142
3040,2006679,2022-09-09,9/9/2022 4:00:00 PM,3,5.150278,11.33306,52.3995,"41.83034, -70.311931",36,3efb1fa5-330d-4975-b4b2-3f0ecfdca1d9,-7827088.35561179,5135598.98159142
3041,2006679,2022-09-09,9/9/2022 10:00:00 PM,4,4.999722,11.78917,53.2205,"41.83034, -70.311931",36,43e1ed57-7b61-47bf-a9ad-751d4846cbd2,-7827088.35561179,5135598.98159142
3042,2006679,2022-09-10,9/10/2022 4:00:00 AM,1,4.927222,11.66722,53.001,"41.83034, -70.311931",36,4b303612-de20-49fa-97cb-4f9e869e80ec,-7827088.35561179,5135598.98159142
3043,2006679,2022-09-10,9/10/2022 10:00:00 AM,2,4.956944,12.12167,53.819,"41.83034, -70.311931",36,9f9a22ac-8639-470e-a2c0-11ce8d2d3fbd,-7827088.35561179,5135598.98159142
3044,2006679,2022-09-10,9/10/2022 4:00:00 PM,3,4.837778,12.03611,53.665,"41.83034, -70.311931",36,a4b8bbb1-2f22-450a-ba69-b0b401601b8a,-7827088.35561179,5135598.98159142
3045,2006679,2022-09-10,9/10/2022 10:00:00 PM,4,4.7875,12.32167,54.179,"41.83034, -70.311931",36,bc091828-d29f-492b-b996-f1a8bc46e6e9,-7827088.35561179,5135598.98159142
3046,2006679,2022-09-11,9/11/2022 4:00:00 AM,1,4.786111,12.02694,53.6485,"41.83034, -70.311931",36,b28c9a46-e63a-4c66-8c82-ef77844cb588,-7827088.35561179,5135598.98159142
3047,2006679,2022-09-11,9/11/2022 10:00:00 AM,2,4.8,12.39139,54.3045,"41.83034, -70.311931",36,e8bdb63a-529a-49bd-bc2a-89dc50a5431d,-7827088.35561179,5135598.98159142
3048,2006679,2022-09-11,9/11/2022 4:00:00 PM,3,4.732778,12.17139,53.9085,"41.83034, -70.311931",36,8c9bfac9-ba6d-4559-8175-caa42db253e4,-7827088.35561179,5135598.98159142
3049,2006679,2022-09-11,9/11/2022 10:00:00 PM,4,4.652222,12.50444,54.508,"41.83034, -70.311931",36,56d110b9-e3a7-4572-b2e3-f3fa54be8e42,-7827088.35561179,5135598.98159142
3050,2006679,2022-09-12,9/12/2022 4:00:00 AM,1,4.668334,12.21639,53.9895,"41.83034, -70.311931",36,f6c02095-1973-48fd-8a16-445db8ee5e99,-7827088.35561179,5135598.98159142
3051,2006679,2022-09-12,9/12/2022 10:00:00 AM,2,4.637778,12.59917,54.6785,"41.83034, -70.311931",36,06145f6a-0484-4469-8273-15e2d03e370c,-7827088.35561179,5135598.98159142
3052,2006679,2022-09-12,9/12/2022 4:00:00 PM,3,4.68,12.6,54.68,"41.83034, -70.311931",1,545b51a0-61fd-46d1-ae39-583527a362b8,-7827088.35561179,5135598.98159142
3053,2006670,2022-08-22,8/22/2022 4:00:00 PM,3,9.182813,17.83312,64.09962,"41.768782, -70.321113",32,4cf94c03-5033-4c14-91d0-0ce7e69ea242,-7828110.49117625,5126406.78877816
3054,2006670,2022-08-22,8/22/2022 10:00:00 PM,4,8.948334,17.54639,63.5835,"41.768782, -70.321113",36,cf64e2bf-a815-4d84-8063-8341f2d9cc65,-7828110.49117625,5126406.78877816
3055,2006670,2022-08-23,8/23/2022 4:00:00 AM,1,8.615,17.52028,63.5365,"41.768782, -70.321113",36,84f7df10-ed11-4b79-838f-9d9d651d7f4d,-7828110.49117625,5126406.78877816
3056,2006670,2022-08-23,8/23/2022 10:00:00 AM,2,8.174167,17.45555,63.42,"41.768782, -70.321113",36,0dbdaf49-d37d-49dd-8f07-7a64f74c308d,-7828110.49117625,5126406.78877816
3057,2006670,2022-08-23,8/23/2022 4:00:00 PM,3,8.330277,17.41,63.338,"41.768782, -70.321113",36,8a01a377-25ab-463f-8cf4-b086ae96f726,-7828110.49117625,5126406.78877816
3058,2006670,2022-08-23,8/23/2022 10:00:00 PM,4,8.380834,17.49361,63.4885,"41.768782, -70.321113",36,e208b12e-0b66-46ab-b588-b437fc4a4a9e,-7828110.49117625,5126406.78877816
3059,2006670,2022-08-24,8/24/2022 4:00:00 AM,1,8.009444,16.78528,62.2135,"41.768782, -70.321113",36,fb8400e2-deb8-435f-b438-01ead1403d37,-7828110.49117625,5126406.78877816
3060,2006670,2022-08-24,8/24/2022 10:00:00 AM,2,7.083611,16.295,61.331,"41.768782, -70.321113",36,95659803-62d0-4288-8564-d4186a7edf67,-7828110.49117625,5126406.78877816
3061,2006670,2022-08-24,8/24/2022 4:00:00 PM,3,7.673611,16.305,61.349,"41.768782, -70.321113",36,b707e02f-6825-49c9-802d-491476e75d9e,-7828110.49117625,5126406.78877816
3062,2006670,2022-08-24,8/24/2022 10:00:00 PM,4,7.564445,15.86361,60.5545,"41.768782, -70.321113",36,356447d4-251a-4b3d-9411-f3b2da35a997,-7828110.49117625,5126406.78877816
3063,2006670,2022-08-25,8/25/2022 4:00:00 AM,1,8.145555,15.24333,59.438,"41.768782, -70.321113",36,c0868649-a1f5-4495-8eda-2faae3ecedc4,-7828110.49117625,5126406.78877816
3064,2006670,2022-08-25,8/25/2022 10:00:00 AM,2,7.778611,15.62889,60.132,"41.768782, -70.321113",36,9de32487-a23e-4d23-9aa9-f73bc61dada5,-7828110.49117625,5126406.78877816
3065,2006670,2022-08-25,8/25/2022 4:00:00 PM,3,8.198055,14.94778,58.906,"41.768782, -70.321113",36,59e576ec-2cab-4810-b50c-0e69dddeb46f,-7828110.49117625,5126406.78877816
3066,2006670,2022-08-25,8/25/2022 10:00:00 PM,4,8.361944,15.38417,59.6915,"41.768782, -70.321113",36,575b6d62-4a4c-4069-acec-64fc0f0861cf,-7828110.49117625,5126406.78877816
3067,2006670,2022-08-26,8/26/2022 4:00:00 AM,1,7.979167,14.81194,58.6615,"41.768782, -70.321113",36,52615aed-2b53-4bb7-90da-43192c3d8eaa,-7828110.49117625,5126406.78877816
3068,2006670,2022-08-26,8/26/2022 10:00:00 AM,2,7.599722,14.75167,58.553,"41.768782, -70.321113",36,8f8710dc-54d1-4a1e-bd2b-bb9dbe9d1756,-7828110.49117625,5126406.78877816
3069,2006670,2022-08-26,8/26/2022 4:00:00 PM,3,7.356945,14.78972,58.6215,"41.768782, -70.321113",36,86cafcfc-56ed-4b33-a52c-fd62e7fca22a,-7828110.49117625,5126406.78877816
3070,2006670,2022-08-26,8/26/2022 10:00:00 PM,4,7.364444,14.65944,58.387,"41.768782, -70.321113",36,a3a6ca66-0e45-4f4f-8b78-1937b8f89313,-7828110.49117625,5126406.78877816
3071,2006670,2022-08-27,8/27/2022 4:00:00 AM,1,7.066389,14.74806,58.5465,"41.768782, -70.321113",36,d330ab0e-d506-446c-95d1-f3187968b243,-7828110.49117625,5126406.78877816
3072,2006670,2022-08-27,8/27/2022 10:00:00 AM,2,7.724444,15.08444,59.152,"41.768782, -70.321113",36,a4287ade-c10c-4c0d-8a82-630cbcdd8c1b,-7828110.49117625,5126406.78877816
3073,2006670,2022-08-27,8/27/2022 4:00:00 PM,3,6.803056,14.95694,58.9225,"41.768782, -70.321113",36,4c73a981-ea11-4002-a7c8-8f794cbee5e7,-7828110.49117625,5126406.78877816
3074,2006670,2022-08-27,8/27/2022 10:00:00 PM,4,6.610833,14.81667,58.67,"41.768782, -70.321113",36,ae0fdb83-c786-4cfb-9859-e0ce4b672256,-7828110.49117625,5126406.78877816
3075,2006670,2022-08-28,8/28/2022 4:00:00 AM,1,5.1625,14.45139,58.0125,"41.768782, -70.321113",36,8a895724-ae33-423d-9f75-53f2a5219b1d,-7828110.49117625,5126406.78877816
3076,2006670,2022-08-28,8/28/2022 10:00:00 AM,2,4.913611,14.46111,58.03,"41.768782, -70.321113",36,1a10992a-ba89-4e5b-9658-24f075cdf13d,-7828110.49117625,5126406.78877816
3077,2006670,2022-08-28,8/28/2022 4:00:00 PM,3,5.000834,14.40861,57.9355,"41.768782, -70.321113",36,7f079d54-16e3-4d47-bdd9-d4ae904f8666,-7828110.49117625,5126406.78877816
3078,2006670,2022-08-28,8/28/2022 10:00:00 PM,4,5.078333,14.3975,57.9155,"41.768782, -70.321113",36,c9c8198f-e119-4b56-8073-dd145f5c9338,-7828110.49117625,5126406.78877816
3079,2006670,2022-08-29,8/29/2022 4:00:00 AM,1,5.008889,14.3825,57.8885,"41.768782, -70.321113",36,e4d466cf-276d-4485-afbb-582f45a87cdc,-7828110.49117625,5126406.78877816
3080,2006670,2022-08-29,8/29/2022 10:00:00 AM,2,4.829167,14.62528,58.3255,"41.768782, -70.321113",36,099ae4d7-a707-4357-81e9-2b6fe194ed74,-7828110.49117625,5126406.78877816
3081,2006670,2022-08-29,8/29/2022 4:00:00 PM,3,4.573889,14.86111,58.75,"41.768782, -70.321113",36,cf3d7904-6b82-497a-8cf5-7cfbcad88e7f,-7828110.49117625,5126406.78877816
3082,2006670,2022-08-29,8/29/2022 10:00:00 PM,4,5.247778,14.96194,58.9315,"41.768782, -70.321113",36,c65dd696-801b-4635-8ab0-6533d8f38577,-7828110.49117625,5126406.78877816
3083,2006670,2022-08-30,8/30/2022 4:00:00 AM,1,5.431667,15.04139,59.0745,"41.768782, -70.321113",36,dede9dd6-c8dc-4891-8a69-62cf07e24e00,-7828110.49117625,5126406.78877816
3084,2006670,2022-08-30,8/30/2022 10:00:00 AM,2,5.701389,15.0025,59.0045,"41.768782, -70.321113",36,63025282-87c8-41bb-ae4d-21b2fb49eecd,-7828110.49117625,5126406.78877816
3085,2006670,2022-08-30,8/30/2022 4:00:00 PM,3,5.343889,14.94778,58.906,"41.768782, -70.321113",36,cf1a15bc-6505-4ac7-be85-2f20ff728232,-7828110.49117625,5126406.78877816
3086,2006670,2022-08-30,8/30/2022 10:00:00 PM,4,5.378611,14.53806,58.1685,"41.768782, -70.321113",36,50aa81ec-c491-4ae4-90c7-e07c74fad910,-7828110.49117625,5126406.78877816
3087,2006670,2022-08-31,8/31/2022 4:00:00 AM,1,5.289444,14.73194,58.5175,"41.768782, -70.321113",36,63658ce2-969f-48b4-b099-1ce2c3779398,-7828110.49117625,5126406.78877816
3088,2006670,2022-08-31,8/31/2022 10:00:00 AM,2,5.671667,13.905,57.029,"41.768782, -70.321113",36,1d456fff-bb90-48b7-b3db-26cf74c9c5f9,-7828110.49117625,5126406.78877816
3089,2006670,2022-08-31,8/31/2022 4:00:00 PM,3,5.492778,14.19083,57.5435,"41.768782, -70.321113",36,1b8b263f-aaea-4be3-afe0-49d45385d5ff,-7828110.49117625,5126406.78877816
3090,2006670,2022-08-31,8/31/2022 10:00:00 PM,4,5.8525,13.7975,56.8355,"41.768782, -70.321113",36,0585f858-fa2d-41c1-9832-cf3a25541abe,-7828110.49117625,5126406.78877816
3091,2006670,2022-09-01,9/1/2022 4:00:00 AM,1,5.441389,13.98694,57.1765,"41.768782, -70.321113",36,9b76afb1-68aa-447a-8205-c6c1b8e00a9c,-7828110.49117625,5126406.78877816
3092,2006670,2022-09-01,9/1/2022 10:00:00 AM,2,5.65,13.83861,56.9095,"41.768782, -70.321113",36,10ad7d94-0512-4695-ba64-e3263a6bfae0,-7828110.49117625,5126406.78877816
3093,2006658,2022-09-10,9/10/2022 4:00:00 PM,3,7.276389,12.71472,54.8865,"41.946915, -70.148496",36,8de52121-d7e9-4a12-ad1f-7f193367cb64,-7808894.85463399,5153030.88237136
3094,2006658,2022-09-10,9/10/2022 10:00:00 PM,4,7.893055,13.55167,56.393,"41.946915, -70.148496",36,0872bb9c-adab-4f47-9219-025af11208b5,-7808894.85463399,5153030.88237136
3095,2006658,2022-09-11,9/11/2022 4:00:00 AM,1,7.234445,13.46361,56.2345,"41.946915, -70.148496",36,b4bcac46-5d05-4ce7-83e4-4054ed48f1cf,-7808894.85463399,5153030.88237136
3096,2006658,2022-09-11,9/11/2022 10:00:00 AM,2,7.545,14.00306,57.2055,"41.946915, -70.148496",36,f9cea7c7-0aa8-46f2-ac68-765444516b53,-7808894.85463399,5153030.88237136
3097,2006658,2022-09-11,9/11/2022 4:00:00 PM,3,7.495555,14.14333,57.458,"41.946915, -70.148496",36,06590fd9-05cb-446e-83a0-4e2604b26cf2,-7808894.85463399,5153030.88237136
3098,2006658,2022-09-11,9/11/2022 10:00:00 PM,4,7.066111,14.27972,57.7035,"41.946915, -70.148496",36,69a8829f-90dc-4807-8d57-150e790a1267,-7808894.85463399,5153030.88237136
3099,2006658,2022-09-12,9/12/2022 4:00:00 AM,1,6.582222,14.035,57.263,"41.946915, -70.148496",36,3ce43f56-13eb-47ed-9e24-916b6e0e58e0,-7808894.85463399,5153030.88237136
3100,2006658,2022-09-12,9/12/2022 10:00:00 AM,2,6.220323,13.87645,56.97761,"41.946915, -70.148496",31,49e40d62-b43a-4b18-9ecf-ac007c508167,-7808894.85463399,5153030.88237136
3101,2002044,2022-08-30,8/30/2022 4:00:00 PM,3,8.5788,16.226,61.2068,"41.756489, -70.421547",25,b05b82b4-01cf-444d-9613-472f2f7c01aa,-7839290.75291458,5124572.18463995
3102,2002044,2022-08-30,8/30/2022 10:00:00 PM,4,10.88222,17.57694,63.6385,"41.756489, -70.421547",36,c7017b8a-81af-46d5-bc78-b5c44f8572f7,-7839290.75291458,5124572.18463995
3103,2002044,2022-08-31,8/31/2022 4:00:00 AM,1,8.791111,16.4125,61.5425,"41.756489, -70.421547",36,5db9c4c2-871b-4ab7-a6c6-5debe91b8065,-7839290.75291458,5124572.18463995
3104,2002044,2022-08-31,8/31/2022 10:00:00 AM,2,8.997778,16.55389,61.797,"41.756489, -70.421547",36,f846f2d8-99cd-41e2-8439-999d40d9469e,-7839290.75291458,5124572.18463995
3105,2002044,2022-08-31,8/31/2022 4:00:00 PM,3,8.657778,16.21417,61.1855,"41.756489, -70.421547",36,389a940d-2f48-4857-9f67-0bbd6e5c0156,-7839290.75291458,5124572.18463995
3106,2002044,2022-08-31,8/31/2022 10:00:00 PM,4,10.06889,16.78028,62.2045,"41.756489, -70.421547",36,2ab00374-c3dc-4819-877b-6b632da81b31,-7839290.75291458,5124572.18463995
3107,2002044,2022-09-01,9/1/2022 4:00:00 AM,1,8.234722,16.02417,60.8435,"41.756489, -70.421547",36,2c9b34e1-bf3d-4f87-a08a-0cb2d26ed67c,-7839290.75291458,5124572.18463995
3108,2002044,2022-09-01,9/1/2022 10:00:00 AM,2,8.938056,16.41972,61.5555,"41.756489, -70.421547",36,b2a7a35b-a2f1-4887-83b0-7cb1586dfea0,-7839290.75291458,5124572.18463995
3109,2002044,2022-09-01,9/1/2022 4:00:00 PM,3,9.075,16.12361,61.0225,"41.756489, -70.421547",36,645d1ce3-1b9b-44f5-95a4-1e50ed0371b7,-7839290.75291458,5124572.18463995
3110,2002044,2022-09-01,9/1/2022 10:00:00 PM,4,10.53806,19.93139,67.8765,"41.756489, -70.421547",36,5bf35978-200b-488a-8025-7c173af435bb,-7839290.75291458,5124572.18463995
3111,2002044,2022-09-02,9/2/2022 4:00:00 AM,1,10.11361,19.56611,67.219,"41.756489, -70.421547",36,47e31f8a-a746-44f3-925c-b386370b5237,-7839290.75291458,5124572.18463995
3112,2002044,2022-09-02,9/2/2022 10:00:00 AM,2,9.426666,19.09083,66.3635,"41.756489, -70.421547",36,116325e5-ee3b-4287-ab1d-69c2c3ec294d,-7839290.75291458,5124572.18463995
3113,2002044,2022-09-02,9/2/2022 4:00:00 PM,3,10.30972,20.38167,68.687,"41.756489, -70.421547",36,f1ba5d4f-eed4-4db2-b869-1e30b7cd488f,-7839290.75291458,5124572.18463995
3114,2002044,2022-09-02,9/2/2022 10:00:00 PM,4,9.881111,19.40972,66.9375,"41.756489, -70.421547",36,8b1f7baf-bd70-4431-919b-e7f64cc29315,-7839290.75291458,5124572.18463995
3115,2002044,2022-09-03,9/3/2022 4:00:00 AM,1,9.389722,20.14028,68.2525,"41.756489, -70.421547",36,7c9c1e7a-c5f7-4357-bc11-3435b6c0c50e,-7839290.75291458,5124572.18463995
